SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,EdgeCount,Indegree,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,Outdegree,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
72,4.36314479,8.07E-05,0.22919249,0,2,12,2,1,FALSE,تصاریف,3.5,2,0,1,0,0.80209166,FALSE,0,تصاریف,392309,0.5
73,5.36271565,7.63E-05,0.18647269,0,2,13,2,1,FALSE,همتست,5,2,0,1,0,0.79882379,FALSE,0,همتست,95658,0.5
74,3.65393528,2.80E-07,0.27367753,0,2,11,2,1,FALSE,آنت,123,2,0,1,0,0.84630493,FALSE,0,آنت,537,0.50622407
75,3.61385289,1.80E-07,0.27671298,0,2,11,2,1,FALSE,اقرباست,270,2,0,1,0,0.85625832,FALSE,0,اقرباست,531,0.52030948
76,3.6783967,1.40E-07,0.27185757,0,2,12,2,1,FALSE,ناخوشیم,127,2,0,1,0,0.85011651,FALSE,0,ناخوشیم,220,0.51219512
77,3.40914943,0,0.2933283,1,2,10,2,1,FALSE,گذاشتی,1095.5,2,0,1,0,0.8706447,FALSE,0,گذاشتی,0,0.56879543
78,4.01184448,0,0.24926191,0.5,2,12,2,1,FALSE,آشکار,1343,2,0,1,0,0.87596538,FALSE,0,آشکار,0,0.50186846
79,3.82628101,8.07E-05,0.26135038,0,2,11,2,1,FALSE,همیرسند,35,2,0,1,0,0.836002,FALSE,0,همیرسند,134350,0.5
80,4.82593769,7.62E-05,0.20721362,0,2,12,2,1,FALSE,رسولان,42.5,2,0,1,0,0.8415779,FALSE,0,رسولان,118439,0.5
81,3.92283924,5.00E-08,0.25491741,0,2,12,2,1,FALSE,جذبها,81,2,0,1,0,0.84636596,FALSE,0,جذبها,39,0.51612903
82,3.8776929,1.70E-07,0.2578853,0,2,12,2,1,FALSE,جگرگرم,102.5,2,0,1,0,0.84943964,FALSE,0,جگرگرم,340,0.53421053
83,3.89666123,2.40E-07,0.25662996,0,2,11,2,1,FALSE,خاکهای,330,2,0,1,0,0.85771749,FALSE,0,خاکهای,539,0.50693374
84,3.33224616,3.10E-06,0.30009788,0,2,11,2,1,FALSE,میزدیم,658.5,2,0,1,0,0.8658067,FALSE,0,میزدیم,4914,0.50152555
85,3.33233199,5.30E-07,0.30009015,0.5,2,11,2,1,FALSE,بسوزیم,735.5,2,0,1,0,0.86661119,FALSE,0,بسوزیم,3816,0.52951764
86,3.65470775,4.00E-08,0.27361969,0,2,11,2,1,FALSE,نجست,88.5,2,0,1,0,0.84931758,FALSE,0,نجست,68,0.55379747
87,3.11295168,8.07E-05,0.32123852,0,2,11,2,1,FALSE,تنست,1336.5,2,0,1,0,0.8759099,FALSE,0,تنست,90602,0.50018727
88,4.11269419,7.62E-05,0.24314961,0,2,12,2,1,FALSE,لنگی,786,2,0,1,0,0.8676154,FALSE,0,لنگی,81582,0.50031867
89,3.33379109,1.51E-06,0.29995881,0,2,11,2,1,FALSE,مهاره,694.5,2,0,1,0,0.86510209,FALSE,0,مهاره,2153,0.50108382
90,3.87597631,0,0.25799951,0.5,2,12,2,1,FALSE,مکه,321.5,2,0,1,0,0.85866622,FALSE,0,مکه,0,0.51605136
91,4.0973307,1.62E-06,0.24406133,0,2,12,2,1,FALSE,کشتیش,848,2,0,1,0,0.86879161,FALSE,0,کشتیش,2026,0.50148017
92,0,0,0,0,1,0,1,1,FALSE,تیزپا,2671,1,0,0,0,0.8758988,FALSE,0,تیزپا,0,0
93,3.36031242,0,0.29759138,1,2,11,2,1,FALSE,قلاوز,610,2,0,1,0,0.86443076,FALSE,0,قلاوز,0,0.55555556
94,3.63840014,1.50E-07,0.27484608,0,2,11,2,1,FALSE,سنگلاخ,186.5,2,0,1,0,0.85429427,FALSE,0,سنگلاخ,698,0.5504451
95,4.15904214,1.40E-07,0.24043998,0,2,12,2,1,FALSE,حریر,38.5,2,0,1,0,0.82315246,FALSE,0,حریر,237,0.50675676
96,4.08479959,4.00E-08,0.24481005,0,2,12,2,1,FALSE,قاصدان,22.5,2,0,1,0,0.8249889,FALSE,0,قاصدان,58,0.5
97,3.87717792,1.00E-07,0.25791955,0,2,12,2,1,FALSE,تازد,51,2,0,1,0,0.83933089,FALSE,0,تازد,499,0.51020408
98,3.58707407,4.60E-07,0.27877874,0,2,11,2,1,FALSE,پریم,275,2,0,1,0,0.8558644,FALSE,0,پریم,1617,0.54365079
99,3.4256287,2.10E-07,0.29191722,0,2,11,2,1,FALSE,همهست,305.5,2,0,1,0,0.85639148,FALSE,0,همهست,491,0.50665557
100,3.51420479,1.72E-05,0.2845594,0,2,11,2,1,FALSE,ش,324.5,2,0,1,0,0.85719596,FALSE,0,ش,38939,0.50232919
101,3.11303751,2.98E-06,0.32122967,0.5,2,11,2,1,FALSE,اذخر,2120.5,2,0,1,0,0.88196849,FALSE,0,اذخر,156933,0.60395899
102,3.72071067,4.00E-08,0.26876586,0,2,11,2,1,FALSE,بخیزیم,69,2,0,1,0,0.845334,FALSE,0,بخیزیم,78,0.53968254
103,3.43953309,1.28E-06,0.29073714,0.5,2,11,2,1,FALSE,حطیم,716.5,2,0,1,0,0.86480249,FALSE,0,حطیم,12192,0.56640316
104,4.11286585,1.83E-05,0.24313946,0.5,2,12,2,1,FALSE,میگیر,1338,2,0,1,0,0.8759099,FALSE,0,میگیر,13905,0.5007485
105,3.83606557,1.01E-06,0.26068376,0.5,2,12,2,1,FALSE,موقف,854,2,0,1,0,0.86880271,FALSE,0,موقف,3509,0.50502661
106,3.83597974,2.00E-08,0.26068959,0,2,12,2,1,FALSE,عرفات,26,2,0,1,0,0.83536396,FALSE,0,عرفات,52,0.53191489
107,4.2536263,8.07E-05,0.23509352,0,2,12,2,1,FALSE,بلیغ,3.5,2,0,1,0,0.80267421,FALSE,0,بلیغ,80393,0.5
108,5.25319715,7.63E-05,0.19036026,0,2,13,2,1,FALSE,خطبه,21.5,2,0,1,0,0.83745561,FALSE,0,خطبه,89318,0.5
109,3.75572912,6.00E-08,0.26625988,0,2,12,2,1,FALSE,ترویه,74.5,2,0,1,0,0.84706502,FALSE,0,ترویه,212,0.54044118
110,0,0,0,0,1,0,1,1,FALSE,طوافها,79,1,0,0,0,0.84369729,FALSE,0,طوافها,0,0
111,3.54441679,1.60E-07,0.28213386,0,2,12,2,1,FALSE,رکعت,225,2,0,1,0,0.85369507,FALSE,0,رکعت,602,0.54634146
112,4.11664235,4.00E-08,0.24291641,0,2,12,2,1,FALSE,طوافت,51.5,2,0,1,0,0.84310364,FALSE,0,طوافت,98,0.51530612
113,3.11312334,0,0.32122081,0,2,11,2,1,FALSE,تهلیل,2671,2,0,1,1,0.8758988,FALSE,0,تهلیل,0,0
114,3.54441679,9.00E-08,0.28213386,0,2,12,2,1,FALSE,تکبیر,171.5,2,0,1,0,0.85102641,FALSE,0,تکبیر,98,0.51201201
115,3.82722513,2.02E-06,0.26128591,0.5,2,12,2,1,FALSE,باکفن,1373,2,0,1,0,0.87617066,FALSE,0,باکفن,8680,0.50833025
116,3.11303751,2.48E-06,0.32122967,0.5,2,11,2,1,FALSE,باتیغ,1343.5,2,0,1,0,0.87592099,FALSE,0,باتیغ,3736,0.50243082
117,4.93185134,1.78E-05,0.20276361,0,2,13,2,1,FALSE,بصره,787,2,0,1,0,0.86762095,FALSE,0,بصره,24672,0.50063694
118,3.11295168,5.55E-05,0.32123852,0,2,11,2,1,FALSE,جحفه,1337.5,2,0,1,0,0.87591545,FALSE,0,جحفه,51096,0.50037439
119,3.93210883,1.57E-04,0.25431646,0,4,12,4,2,FALSE,ذات,10.25,4,0,2,0,0.83195184,FALSE,0,ذات,187147,0.28030303
120,3.45236869,0,0.2896562,0,1,11,1,0,FALSE,بازآمده,1088,1,0,1,0,0.86245561,FALSE,0,بازآمده,0,0
121,0,0,0,0,1,0,1,1,FALSE,منا,63,1,0,0,0,0.84153351,FALSE,0,منا,0,0
122,3.11303751,2.20E-06,0.32122967,0.5,2,11,2,1,FALSE,مشعرالحرام,1654,2,0,1,0,0.87830115,FALSE,0,مشعرالحرام,43427,0.54968428
123,3.11303751,0,0.32122967,1,2,11,2,1,FALSE,شدیت,1385.5,2,0,1,0,0.87626498,FALSE,0,شدیت,0,0.51257862
124,3.44039138,0,0.2906646,1,2,11,2,1,FALSE,بررفته,1718.5,2,0,1,0,0.87883933,FALSE,0,بررفته,0,0.56252046
125,3.11303751,0,0.32122967,1,2,11,2,1,FALSE,ببوسد,1898,2,0,1,0,0.88037617,FALSE,0,ببوسد,0,0.5876161
126,3.36348811,0,0.2973104,0.5,2,11,2,1,FALSE,غریوست,2120.5,2,0,1,0,0.88196849,FALSE,0,غریوست,0,0.60395899
127,3.48107459,1.80E-06,0.28726762,0,4,12,4,2,FALSE,حاجیان,239,4,0,2,1,0.858583,FALSE,0,حاجیان,2972,0.35103245
128,3.88052528,1.20E-07,0.25769707,0,2,12,2,1,FALSE,باخطر,90,2,0,1,0,0.84936196,FALSE,0,باخطر,257,0.52662722
129,3.33224616,0,0.30009788,0.5,2,11,2,1,FALSE,بدیت,953.5,2,0,1,0,0.86885264,FALSE,0,بدیت,0,0.57509047
130,3.11302781,0,0.32123067,0,1,11,1,0,FALSE,چونید,2671,1,0,1,0,0.8758988,FALSE,0,چونید,0,0
131,0,0,0,0,1,0,1,1,FALSE,آمنسا,114,1,0,0,0,0.83993009,FALSE,0,آمنسا,0,0
132,3.68194301,0,0.27159573,0,1,12,1,0,FALSE,مالیده,119,1,0,1,0,0.84491789,FALSE,0,مالیده,0,0
133,3.11303751,2.98E-06,0.32122967,0.5,2,11,2,1,FALSE,فاقه,2179.5,2,0,1,0,0.8823735,FALSE,0,فاقه,153168,0.60794979
134,3.36348811,3.80E-07,0.2973104,0,2,11,2,1,FALSE,آمدیت,802,2,0,1,0,0.86771527,FALSE,0,آمدیت,1218,0.50632111
135,3.4256287,7.50E-07,0.29191722,0,2,11,2,1,FALSE,نیامدهست,716.5,2,0,1,0,0.86561806,FALSE,0,نیامدهست,8773,0.5788835
136,3.51780963,3.80E-07,0.2842678,0,2,11,2,1,FALSE,عقیب,137.5,2,0,1,0,0.85152574,FALSE,0,عقیب,1514,0.51509434
137,4.06256974,8.00E-08,0.24614962,0,2,12,2,1,FALSE,کوتهست,89,2,0,1,0,0.84905126,FALSE,0,کوتهست,192,0.51461988
138,0,0,0,0,1,0,1,1,FALSE,ایتیا,10,1,0,0,0,0.8161285,FALSE,0,ایتیا,0,0
139,3.58063686,8.00E-08,0.27927993,0,2,11,2,1,FALSE,ضرب,132,2,0,1,0,0.85078784,FALSE,0,ضرب,185,0.52191235
140,5.42511372,0,0.18432793,0,2,13,2,1,FALSE,بودهاند,3,2,0,1,1,0.77381824,FALSE,0,بودهاند,0,0
141,4.42519955,1.57E-04,0.22597851,0,4,12,4,2,FALSE,خفاش,34.33333333,4,0,2,1,0.84047936,FALSE,0,خفاش,323915,0.34722222
142,3.75229594,2.46E-05,0.2665035,0,2,12,2,1,FALSE,همیزنند,215.5,2,0,1,0,0.85563693,FALSE,0,همیزنند,58898,0.50116822
143,3.57746116,3.30E-07,0.27952784,0,2,11,2,1,FALSE,تاسه,303.5,2,0,1,0,0.85781181,FALSE,0,تاسه,1838,0.54900181
144,3.24624496,8.07E-05,0.30804823,0.5,4,11,4,2,FALSE,مردگان,582.5,4,0,2,0,0.87101087,FALSE,0,مردگان,78252,0.31253355
145,4.24598747,2.53E-06,0.23551647,0,2,12,2,1,FALSE,گند,787,2,0,1,0,0.8676154,FALSE,0,گند,2555,0.50095602
146,4.11286585,3.17E-05,0.24313946,0.5,2,12,2,1,FALSE,شاخش,1337,2,0,1,0,0.8759099,FALSE,0,شاخش,28040,0.50037425
147,3.16470689,3.78E-06,0.31598503,0,3,11,3,1,FALSE,باغی,1031,3,0,2,1,0.87174323,FALSE,0,باغی,4167,0.50072922
148,3.65393528,1.10E-07,0.27367753,0,2,11,2,1,FALSE,کوژپشت,151.5,2,0,1,0,0.85139814,FALSE,0,کوژپشت,283,0.52992958
149,3.99828341,8.07E-05,0.25010733,0,2,12,2,1,FALSE,سازدش,17.5,2,0,1,0,0.83037062,FALSE,0,سازدش,93502,0.515625
150,4.99785426,7.62E-05,0.20008587,0,2,13,2,1,FALSE,همو,9.5,2,0,1,0,0.81410897,FALSE,0,همو,85166,0.53125
151,4.08119475,2.64E-06,0.24502629,0,2,12,2,1,FALSE,دردیش,1340.5,2,0,1,0,0.87598202,FALSE,0,دردیش,3054,0.50112233
152,3.11303751,0,0.32122967,1,2,11,2,1,FALSE,آفریدم,1681,2,0,1,0,0.87873946,FALSE,0,آفریدم,0,0.56033333
153,3.76190885,1.21E-06,0.2658225,0,2,11,2,1,FALSE,خارزار,697.5,2,0,1,0,0.86628384,FALSE,0,خارزار,3391,0.51213235
154,3.47978714,1.05E-06,0.2873739,0,2,11,2,1,FALSE,میوهها,345.5,2,0,1,0,0.85795051,FALSE,0,میوهها,2740,0.5141791
155,4.0400824,2.90E-07,0.2475197,0,2,12,2,1,FALSE,ادرار,101,2,0,1,0,0.84950067,FALSE,0,ادرار,386,0.50761421
156,4.1124367,3.70E-07,0.24316484,0,2,12,2,1,FALSE,شاخهها,392,2,0,1,0,0.86028628,FALSE,0,شاخهها,672,0.50647668
157,4.21946614,5.60E-07,0.23699681,0,2,12,2,1,FALSE,معراجیان,54.5,2,0,1,0,0.84348091,FALSE,0,معراجیان,2106,0.50952381
158,3.36357394,1.03E-06,0.29730281,0.5,2,11,2,1,FALSE,نهالی,998.5,2,0,1,0,0.87022858,FALSE,0,نهالی,13485,0.55657748
159,3.88026779,8.00E-07,0.25771417,0,4,12,4,2,FALSE,جفت,127.25,4,0,2,0,0.85614736,FALSE,0,جفت,1091,0.28628118
160,3.83778216,6.00E-08,0.26056716,0,2,11,2,1,FALSE,اندرآرد,60,2,0,1,0,0.84548935,FALSE,0,اندرآرد,111,0.5412844
161,3.36357394,0,0.29730281,1,2,11,2,1,FALSE,مطربانه,1347.5,2,0,1,0,0.87386818,FALSE,0,مطربانه,0,0.59809143
162,4.07158184,1.14E-06,0.24560479,0,2,12,2,1,FALSE,رقصیم,51.5,2,0,1,0,0.84378606,FALSE,0,رقصیم,2860,0.505
163,4.30890052,3.00E-08,0.23207776,0,2,11,2,1,FALSE,بگرد,7.5,2,0,1,0,0.81496338,FALSE,0,بگرد,20,0.5
164,3.33379109,0,0.29995881,0.5,2,11,2,1,FALSE,عبرفشان,756,2,0,1,0,0.8659787,FALSE,0,عبرفشان,0,0.51780822
165,3.63908677,1.43E-06,0.27479422,0,4,11,4,2,FALSE,اندرآور,46.5,4,0,2,0,0.8463826,FALSE,0,اندرآور,3209,0.27409639
166,3.41421337,9.37E-06,0.29289324,0,2,11,2,1,FALSE,میپوشد,277.5,2,0,1,0,0.85808921,FALSE,0,میپوشد,9598,0.5
167,4.12574028,4.20E-07,0.24238074,0,2,12,2,1,FALSE,نوع,437.5,2,0,1,0,0.86071349,FALSE,0,نوع,713,0.50520833
168,3.43936143,8.07E-05,0.29075165,0,2,11,2,1,FALSE,پژمرده,279.5,2,0,1,0,0.85585885,FALSE,0,پژمرده,81312,0.50089928
169,4.43910394,7.62E-05,0.22527069,0,2,12,2,1,FALSE,خواجگانشان,1336.5,2,0,1,0,0.8759099,FALSE,0,خواجگانشان,309618,0.50018727
170,3.11302781,0,0.32123067,0,1,11,1,0,FALSE,میران,2671,1,0,1,0,0.8758988,FALSE,0,میران,0,0
171,4.16479272,2.00E-08,0.24010799,0,2,12,2,1,FALSE,جماع,23.5,2,0,1,0,0.83513094,FALSE,0,جماع,24,0.52325581
172,3.93794524,8.07E-05,0.25393954,0,2,11,2,1,FALSE,صدتو,29,2,0,1,0,0.82886707,FALSE,0,صدتو,87513,0.5
173,4.93760192,7.62E-05,0.20252746,0,2,12,2,1,FALSE,رانند,563.5,2,0,1,0,0.86496893,FALSE,0,رانند,72381,0.5
174,3.98832718,8.43E-06,0.25073169,0,2,12,2,1,FALSE,میتین,19,2,0,1,0,0.83062583,FALSE,0,میتین,11790,0.51428571
175,3.75864733,1.00E-07,0.26605316,0,2,11,2,1,FALSE,کانیم,101,2,0,1,0,0.84926764,FALSE,0,کانیم,192,0.53475936
176,3.64552399,2.30E-07,0.27430899,0,2,12,2,1,FALSE,مردمانیم,82.5,2,0,1,0,0.84901798,FALSE,0,مردمانیم,270,0.54697987
177,3.45086259,3.30E-07,0.28978262,0.5,2,11,2,1,FALSE,افکنیم,279,2,0,1,0,0.85766201,FALSE,0,افکنیم,1501,0.5481336
178,3.33233199,0,0.30009015,1,2,11,2,1,FALSE,دشمنانند,1991,2,0,1,0,0.88081447,FALSE,0,دشمنانند,0,0.59291245
179,3.11286585,8.07E-05,0.32124738,0,2,11,2,1,FALSE,خصمان,1336.5,2,0,1,0,0.87591545,FALSE,0,خصمان,90598,0.5
180,4.11252253,7.62E-05,0.24315976,0,2,12,2,1,FALSE,نهانند,6.5,2,0,1,0,0.81775965,FALSE,0,نهانند,183279,0.5
181,3.4256287,1.80E-07,0.29191722,0,2,11,2,1,FALSE,همینند,320,2,0,1,0,0.85698513,FALSE,0,همینند,210,0.5136876
182,3.33241782,0,0.30008242,0,2,11,2,1,FALSE,کمینند,1311,2,0,1,1,0.86579006,FALSE,0,کمینند,0,0
183,3.43944726,1.30E-07,0.29074439,0,2,11,2,1,FALSE,بررو,348,2,0,1,0,0.85673546,FALSE,0,بررو,191,0.51179941
184,3.65239035,5.20E-07,0.2737933,0,2,12,2,1,FALSE,آهستهتر,156,2,0,1,0,0.85082668,FALSE,0,آهستهتر,1402,0.53264605
185,3.62011844,3.10E-07,0.27623406,0,2,12,2,1,FALSE,نهادهام,160.5,2,0,1,0,0.8521194,FALSE,0,نهادهام,519,0.51286174
186,3.79787143,2.00E-08,0.26330539,0,2,12,2,1,FALSE,گرفتن,44,2,0,1,0,0.84046826,FALSE,0,گرفتن,43,0.51190476
187,4.02523389,1.42E-06,0.24843277,0,4,12,4,2,FALSE,بشنوند,255.25,4,0,2,0,0.86152907,FALSE,0,بشنوند,1994,0.28471445
188,3.32769719,8.07E-05,0.30050811,0,2,11,2,1,FALSE,زخمه,845,2,0,1,0,0.86878051,FALSE,0,زخمه,301154,0.50029638
189,4.3274397,7.62E-05,0.23108352,0,2,12,2,1,FALSE,فخرجویان,181,2,0,1,0,0.8543775,FALSE,0,فخرجویان,88927,0.50139276
190,3.40914943,6.30E-07,0.2933283,0.5,2,10,2,1,FALSE,طرقوی,834,2,0,1,0,0.86745451,FALSE,0,طرقوی,11277,0.57716263
191,3.42580036,0,0.29190259,0,2,11,2,1,FALSE,نیابد,596,2,0,1,1,0.8563138,FALSE,0,نیابد,0,0
192,3.90996481,1.80E-07,0.25575678,0,4,12,4,2,FALSE,جوق,22.5,3,0,2,0,0.83028185,FALSE,1,جوق,1254,0.5
193,3.76559952,2.90E-07,0.26556196,0.5,2,12,2,1,FALSE,دیکی,180.5,2,0,1,0,0.85025522,FALSE,0,دیکی,973,0.53880597
194,3.40914943,0,0.2933283,1,2,10,2,1,FALSE,کدوی,602.5,2,0,1,0,0.86448624,FALSE,0,کدوی,0,0.5573543
195,4.04420221,1.60E-07,0.24726756,0,2,12,2,1,FALSE,نگردیم,56,2,0,1,0,0.84229916,FALSE,0,نگردیم,337,0.51886792
196,3.40914943,2.20E-07,0.2933283,0.5,2,10,2,1,FALSE,بریزی,536,2,0,1,0,0.86269973,FALSE,0,بریزی,1615,0.54805726
197,3.72071067,8.07E-05,0.26876586,0,2,12,2,1,FALSE,همخوی,53,2,0,1,0,0.84221039,FALSE,0,همخوی,99238,0.5
198,4.72036735,7.62E-05,0.21184792,0,2,13,2,1,FALSE,واجو,85,2,0,1,0,0.8476032,FALSE,0,واجو,88735,0.5
199,3.7977856,8.07E-05,0.26331134,0,2,12,2,1,FALSE,سیلت,24,2,0,1,0,0.8359909,FALSE,0,سیلت,90222,0.5
200,4.79744228,7.62E-05,0.2084444,0,2,13,2,1,FALSE,ربود,693,2,0,1,0,0.86511318,FALSE,0,ربود,565587,0.5
201,3.78216462,2.93E-06,0.26439886,0.5,2,12,2,1,FALSE,فراخ,1356,2,0,1,0,0.87601531,FALSE,0,فراخ,10081,0.50502793
202,3.11295168,4.51E-06,0.32123852,0,2,11,2,1,FALSE,فحل,1341.5,2,0,1,0,0.87594319,FALSE,0,فحل,5046,0.50149645
203,3.76345378,1.27E-06,0.26571337,0.5,2,11,2,1,FALSE,سیمیم,1357,2,0,1,0,0.87604305,FALSE,0,سیمیم,4492,0.5059657
204,0,0,0,0,1,0,1,1,FALSE,بیانها,4,1,0,0,0,0.79942854,FALSE,0,بیانها,0,0
205,3.90249764,2.50E-07,0.25624615,0.5,2,11,2,1,FALSE,آینهست,314,2,0,1,0,0.85721261,FALSE,0,آینهست,558,0.51140065
206,0,0,0,0,1,0,1,1,FALSE,امتحانها,1088,1,0,0,0,0.86245561,FALSE,0,امتحانها,0,0
207,3.48107459,1.34E-06,0.28726762,0,2,12,2,1,FALSE,خردها,320.5,2,0,1,0,0.85764536,FALSE,0,خردها,1557,0.50156986
208,3.38666209,7.77E-05,0.29527599,0.25,4,11,4,2,FALSE,گیجی,804.5,4,0,2,0,0.87562694,FALSE,0,گیجی,176678,0.31172481
209,3.40914943,0,0.2933283,1,2,10,2,1,FALSE,گیجگاه,786.5,2,0,1,0,0.86665002,FALSE,0,گیجگاه,0,0.58173077
210,3.69616342,1.00E-07,0.27055081,0,2,12,2,1,FALSE,نمدوش,60,2,0,1,0,0.84360297,FALSE,0,نمدوش,435,0.51304348
211,4.05784911,2.10E-07,0.24643597,0,2,12,2,1,FALSE,هوشیی,86,2,0,1,0,0.84640479,FALSE,0,هوشیی,144,0.51204819
212,3.3335336,2.42E-04,0.29998198,0,2,11,2,1,FALSE,ولد,693,2,0,1,0,0.86510209,FALSE,0,ولد,205473,0.5
213,4.33301863,2.38E-04,0.23078599,0,2,12,2,1,FALSE,یتخذ,2,2,0,1,0,0.79846316,FALSE,0,یتخذ,219539,0.5
214,5.33250365,2.33E-04,0.18752917,0,2,13,2,1,FALSE,لم,2,2,0,1,0,0.77086662,FALSE,0,لم,233631,0.5
215,6.33198867,2.29E-04,0.15792827,0,2,14,2,1,FALSE,مینمودی,22.5,2,0,1,0,0.83750555,FALSE,0,مینمودی,247749,0.5
216,3.33379109,4.30E-07,0.29995881,0,2,11,2,1,FALSE,معتمد,699.5,2,0,1,0,0.86517976,FALSE,0,معتمد,600,0.5036049
217,3.78147798,3.90E-07,0.26444687,0.08333333,4,12,4,2,FALSE,اینست,197.5,4,0,2,0,0.86016423,FALSE,0,اینست,1165,0.26802721
218,3.54441679,1.90E-07,0.28213386,0,2,12,2,1,FALSE,آمین,215,2,0,1,0,0.85313471,FALSE,0,آمین,481,0.5270936
219,4.20573341,4.17E-06,0.23777066,0.16666667,3,12,3,2,FALSE,شقا,444,3,0,1,0,0.86583999,FALSE,0,شقا,6289,0.33713273
220,3.77239959,0,0.26508327,0,1,11,1,0,FALSE,بازآر,77,1,0,1,0,0.83995783,FALSE,0,بازآر,0,0
221,3.33379109,0,0.29995881,0.5,2,11,2,1,FALSE,سحرها,749,2,0,1,0,0.86592876,FALSE,0,سحرها,0,0.52158774
222,3.33379109,0,0.29995881,0.5,2,11,2,1,FALSE,بابلت,703.5,2,0,1,0,0.86526298,FALSE,0,بابلت,0,0.50393983
223,3.33387692,0,0.29995109,1,2,11,2,1,FALSE,سلسلت,872,2,0,1,0,0.86770972,FALSE,0,سلسلت,0,0.54330218
224,3.3954167,0,0.29451466,1,2,11,2,1,FALSE,نمیگوارد,993,2,0,1,0,0.86991789,FALSE,0,نمیگوارد,0,0.57900875
225,3.36031242,0,0.29759138,1,2,11,2,1,FALSE,میرسانی,1447.5,2,0,1,0,0.87477807,FALSE,0,میرسانی,0,0.59372436
226,3.11295168,4.01E-06,0.32123852,0,2,11,2,1,FALSE,بیبال,1338.5,2,0,1,0,0.8759099,FALSE,0,بیبال,3506,0.50093633
227,3.32769719,0,0.30050811,0.5,2,11,2,1,FALSE,باخبر,1177.5,2,0,1,0,0.87203174,FALSE,0,باخبر,0,0.55700095
228,3.32769719,4.90E-07,0.30050811,0,2,11,2,1,FALSE,نر,908,2,0,1,0,0.86951842,FALSE,0,نر,2989,0.51917573
229,4.51532057,4.70E-07,0.22146822,0,2,12,2,1,FALSE,بتم,122,2,0,1,0,0.84769197,FALSE,0,بتم,444,0.50207469
230,3.84258862,4.16E-06,0.26024123,0.25,4,12,4,2,FALSE,نبشته,315.75,4,0,2,0,0.86561806,FALSE,0,نبشته,9764,0.26489094
231,3.33233199,0,0.30009015,1,2,11,2,1,FALSE,تاجداران,835.5,2,0,1,0,0.86809809,FALSE,0,تاجداران,0,0.54858831
232,4.037765,1.00E-07,0.24766176,0,2,12,2,1,FALSE,بریدی,201.5,2,0,1,0,0.85540391,FALSE,0,بریدی,151,0.50503778
233,3.36357394,7.90E-07,0.29730281,0.5,2,11,2,1,FALSE,دررسیدی,803.5,2,0,1,0,0.86772082,FALSE,0,دررسیدی,2484,0.50694006
234,4.18410437,7.94E-05,0.23899977,0,2,12,2,1,FALSE,شیرجوش,336,2,0,1,0,0.85642477,FALSE,0,شیرجوش,87637,0.50149701
235,4.04857952,7.00E-08,0.24700021,0,2,12,2,1,FALSE,برجهیم,94,2,0,1,0,0.8474312,FALSE,0,برجهیم,158,0.51666667
236,4.34288902,1.76E-05,0.23026147,0,2,12,2,1,FALSE,غایر,38.5,2,0,1,0,0.83930315,FALSE,0,غایر,40332,0.51369863
237,3.3954167,1.04E-06,0.29451466,0.5,2,11,2,1,FALSE,بیتی,472.5,2,0,1,0,0.86125721,FALSE,0,بیتی,2593,0.51358696
238,3.76192928,0,0.26582105,0,1,11,1,0,FALSE,ماندست,84,1,0,1,0,0.83743342,FALSE,0,ماندست,0,0
239,3.45232169,0,0.28966014,0.5,2,11,2,1,FALSE,نفکند,862.5,2,0,1,0,0.86760985,FALSE,0,نفکند,0,0.56631648
240,3.48116042,1.84E-06,0.28726053,0.5,2,12,2,1,FALSE,خیانت,1103.5,2,0,1,0,0.87078895,FALSE,0,خیانت,29560,0.57324675
241,4.00017166,2.70E-07,0.24998927,0,2,12,2,1,FALSE,مکرساز,94,2,0,1,0,0.84263759,FALSE,0,مکرساز,362,0.50543478
242,4.23937859,2.00E-08,0.23588363,0,2,12,2,1,FALSE,مکرش,7.5,2,0,1,0,0.82590435,FALSE,0,مکرش,15,0.5
243,3.8544331,1.00E-08,0.25944152,0,2,11,2,1,FALSE,میفریبد,19,2,0,1,0,0.83792721,FALSE,0,میفریبد,7,0.62068966
244,3.11295168,9.23E-06,0.32123852,0,2,11,2,1,FALSE,تندند,1338.5,2,0,1,0,0.87592654,FALSE,0,تندند,6242,0.50056138
245,4.64372157,1.64E-05,0.21534452,0,2,13,2,1,FALSE,باادب,197,2,0,1,0,0.85313471,FALSE,0,باادب,22075,0.50127877
246,3.90379334,0,0.2561611,0,1,11,1,0,FALSE,زخمت,38,1,0,1,0,0.83075899,FALSE,0,زخمت,0,0
247,0,0,0,0,1,0,1,1,FALSE,اجلا,55,1,0,0,0,0.83845983,FALSE,0,اجلا,0,0
248,3.80353618,8.07E-05,0.26291323,0,2,11,2,1,FALSE,میرابند,27,2,0,1,0,0.83551376,FALSE,0,میرابند,87425,0.5
249,4.80310703,7.62E-05,0.20819857,0,2,12,2,1,FALSE,پنجاه,4,2,0,1,0,0.79746449,FALSE,0,پنجاه,91703,0.5
250,0,0,0,0,1,0,1,1,FALSE,مجری,47,1,0,0,0,0.8353806,FALSE,0,مجری,0,0
